id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_duration,rating_difference,total_rating,processed_date
PNH6nW8P,true,1.50238723689E12,1.502388162189E12,54,resign,black,15+8,erikweisz,1374,gengargrin,1579,d4 Nf6 c4 e6 e3 d5 c5 b6 b4 bxc5 bxc5 Nfd7 Nf3 Nc6 Bb5 Bb7 Qa4 Ne7 Bxd7+ Qxd7 Qxd7+ Kxd7 Ne5+ Kc8 Nxf7 Rg8 O-O g5 Re1 Nf5 e4 Nxd4 exd5 Bxd5 Na3 Bxc5 Rd1 Bxa3 Bxa3 Nc2 Rac1 Nxa3 Rc3 Nb5 Rc5 Rb8 Rdc1 Bxa2 Rxg5 Rxg5 Nxg5 Nd4 Rc2 Nxc2,E00,Indian Game: East Indian Defense,4,925299,205,2953,2025-01-31
IXSFFIYm,true,1.502382858987E12,1.502383102596E12,53,resign,white,8+0,aza888,1430,erikweisz,1385,d4 d5 c4 c5 dxc5 e6 cxd5 Qxd5 Qxd5 exd5 c6 bxc6 Bf4 Nd7 e3 Ngf6 Nf3 Bb4+ Nc3 Bxc3+ bxc3 O-O Bd3 Nh5 Bd6 Rd8 Bc7 Re8 O-O Ndf6 c4 dxc4 Bxc4 Be6 Ba6 Bg4 Nd4 Re7 Bb7 Rxc7 Bxa8 Rc8 Bxc6 Rb8 f3 Bd7 Bxd7 Nxd7 Rad1 Ndf6 Nc6 Rf8 Nxa7,D06,Queen's Gambit Refused: Austrian Defense,4,243609,45,2815,2025-01-31
qDyiERF7,true,1.502319930455E12,1.502321483041E12,80,resign,black,25+2,gypomolov,1489,erikweisz,1369,e4 e5 d4 d6 dxe5 Nc6 Bc4 Nxe5 Bb5+ c6 Ba4 b5 Bb3 Nf6 f4 Bg4 Qd4 c5 Qf2 Qa5+ Bd2 Nxe4 Bxa5 Nxf2 Kxf2 Nc6 Bd2 c4 Nc3 cxb3 axb3 b4 Nd5 Rc8 Re1+ Be6 Nf3 Be7 Nxe7 Nxe7 Nd4 a5 Nxe6 fxe6 Rxe6 Rxc2 Rc1 Rxc1 Bxc1 Kd7 Re2 Re8 g4 g6 h4 h5 f5 gxf5 Bg5 fxg4 Re1 d5 Kg3 Nf5+ Kf2 g3+ Kf1 Rxe1+ Kxe1 g2 Kf2 d4 Kxg2 d3 Kf2 Nd4 Ke3 d2 Kxd2 Nf3+,B00,Nimzowitsch Defense: Kennedy Variation |  de Smet Gambit,6,1552586,120,2858,2025-01-31
TlJ4lOtq,true,1.502314870746E12,1.50231495719E12,14,resign,black,5+5,erikweisz,1363,desalemare92,1514,d4 g6 e4 d5 exd5 Qxd5 c4 Qe4+ Be3 Bg7 Bd3 Qxg2 Qa4+ Bd7,A40,Modern Defense,2,86444,151,2877,2025-01-31
is5BCFhy,true,1.502314712325E12,1.502314976738E12,11,resign,white,60+0,erikweisz,1363,oldpaths,1559,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O a3 Ba5 b4,E20,Nimzo-Indian Defense,6,264413,196,2922,2025-01-31
20Ca7fep,true,1.502311883612E12,1.502312100533E12,20,resign,white,30+0,rickoshay,1469,erikweisz,1372,d4 d5 c4 dxc4 e3 Be6 Qf3 c6 Nc3 Bd5 e4 Be6 d5 cxd5 exd5 Bxd5 Nxd5 Qa5+ Bd2 Qxd5,D20,Queen's Gambit Accepted: Old Variation,5,216921,97,2841,2025-01-31
hOxMCCCv,true,1.502311390965E12,1.502311754862E12,44,resign,white,5+8,enric83,1646,erikweisz,1376,e4 e5 Nf3 d6 d4 Be7 dxe5 dxe5 Qxd8+ Bxd8 Nxe5 Bf6 Nf3 Bg4 Be2 Ne7 Nc3 Bxc3+ bxc3 O-O Ba3 Nbc6 h3 Bxf3 Bxf3 Rfe8 O-O a5 Rab1 Rab8 Rfe1 b5 Bxe7 Rxe7 c4 bxc4 Rxb8+ Nxb8 Rb1 Nc6 e5 Nd4 Rb8+ Re8,C41,Philidor Defense,5,363897,270,3022,2025-01-31
f8Ntl0HR,true,1.502297995375E12,1.502298687369E12,73,mate,white,10+0,erikweisz,1365,mendelevo,1347,d4 d5 c4 e6 e3 c5 Nf3 cxd4 Nxd4 Bc5 Nc3 e5 Ndb5 a6 Na3 b5 cxb5 axb5 Bxb5+ Bd7 Bxd7+ Qxd7 Nxd5 Nf6 Nxf6+ gxf6 Qxd7+ Nxd7 Nc4 Rc8 b3 O-O a4 Nb6 Nxb6 Bxb6 Ba3 Ba5+ Ke2 Rfd8 Rhd1 Rc2+ Kf1 Rdd2 Rxd2 Rxd2 Rc1 Kg7 b4 Bb6 a5 Ra2 Rc3 Ba7 b5 f5 b6 Bb8 a6 f4 a7 Ra1+ Rc1 Rxa3 axb8=Q fxe3 Qxe5+ Kf8 fxe3 Kg8 b7 Rb3 Rc8#,D30,Queen's Gambit Declined,4,691994,18,2712,2025-01-31
vb4OzFNH,true,1.502297583501E12,1.502297949634E12,55,resign,black,10+0,erikweisz,1368,jownatan,1754,d4 d5 c4 c6 e3 Nf6 Nf3 Bf5 Bd3 Bg6 Bxg6 hxg6 cxd5 cxd5 Ne5 Nbd7 O-O Nxe5 dxe5 Ne4 Nc3 Nxc3 bxc3 e6 Qa4+ Qd7 Qxd7+ Kxd7 Rb1 b6 Bb2 Rc8 Rfc1 Bc5 c4 dxc4 Rxc4 Rh5 Rd1+ Ke7 a4 a5 f4 Bxe3+ Kf1 Rxc4 g4 Rxf4+ Ke2 Rh3 Ba3+ Bc5 Bxc5+ bxc5 Rd3,D12,Slav Defense: Quiet Variation |  Schallopp Defense,8,366133,386,3122,2025-01-31
r3Bs2sYw,true,1.502297256397E12,1.502297565993E12,51,mate,white,10+0,hritic333,1962,erikweisz,1368,e4 e5 f4 Bd6 Nf3 exf4 Bc4 Be5 d4 Bf6 Bxf4 d6 c3 Bg4 O-O Ne7 Nbd2 c6 Bd3 d5 e5 g5 exf6 gxf4 fxe7 Qxe7 Qe1 Be6 Ne5 Nd7 Rxf4 Nxe5 Qxe5 Rf8 Qf6 Qd6 Bf5 Bxf5 Qxf5 Rd8 Re1+ Qe7 Rxe7+ Kxe7 Qe5+ Kd7 c4 Rfe8 Rxf7+ Kc8 Qc7#,C30,King's Gambit,3,309596,594,3330,2025-01-31
6jd5RAOn,true,1.502197017204E12,1.502197983241E12,122,resign,black,5+5,erikweisz,1375,tomtomchess,1539,d4 e6 c4 Bb4+ Bd2 Be7 e3 a6 Nf3 Nf6 Nc3 h6 b4 b6 a3 Bb7 Be2 Ne4 Nxe4 Bxe4 O-O d6 Rc1 Nd7 Rc3 c6 Qc1 Qc7 b5 c5 d5 exd5 cxd5 Bxd5 Qc2 axb5 Bxb5 Bxf3 gxf3 O-O Bd3 Ne5 Bh7+ Kh8 Be4 Rad8 f4 Ng4 h3 d5 Bf5 d4 exd4 Nf6 dxc5 Bxc5 Be3 Nd5 Bxc5 Nxc3 Bxf8 Rxf8 Rc1 Qxf4 Qxc3 Qxf5 Re1 h5 a4 h4 Qe3 Qg6+ Kh2 f5 f4 Qc6 Qa3 Qc2+ Kg1 Rg8 Qf3 g6 Qb7 Qc5+ Kf1 Qc4+ Kg1 Qxf4 Re7 Qg3+ Kf1 Qxh3+ Ke1 Qc3+ Kf1 Rg7 Rxg7 Qxg7 Qb8+ Kh7 Qxb6 Qa1+ Kg2 Qxa4 Qf2 Qg4+ Kf1 h3 Qg1 Qd1+ Kf2 Qxg1+ Kxg1 g5 Kh2 g4 Kg3 Kh6 Kh4 h2 Kg3 h1=Q,E00,Kangaroo Defense,4,966037,164,2914,2025-01-31
ifoO0SHy,true,1.502150195121E12,1.502150658391E12,54,resign,white,8+9,mabrown86,1604,erikweisz,1380,e4 e5 Nf3 d6 d4 Nc6 dxe5 Bg4 Be2 Bxf3 Bxf3 Nxe5 Bf4 Qf6 Bxe5 Qxe5 Nc3 O-O-O Qd5 Qxd5 Nxd5 c6 Nc3 d5 exd5 cxd5 O-O-O Nf6 Nxd5 Nxd5 Bxd5 f6 Bxb7+ Kxb7 Rxd8 Rg8 Re8 Kc7 Rd1 g5 Rdd8 Be7 Rxg8 Bxd8 b3 f5 f3 g4 fxg4 f4 h3 h6 Rg7+ Kc8,C41,Philidor Defense,5,463270,224,2984,2025-01-31
YfGtkv0Z,true,1.502140638417E12,1.502140659399E12,7,resign,white,180+0,hakan24demir,1554,erikweisz,1387,e4 e5 Qh5 g6 Qxe5+ Be7 Qxh8,C20,King's Pawn Game: Wayward Queen Attack,3,20982,167,2941,2025-01-31
iYND6ykw,true,1.502058809542E12,1.50205980957E12,61,resign,black,15+15,erikweisz,1394,supaproximalsix,1528,d4 d5 c4 e6 Nf3 c6 c5 b6 b4 a5 Qa4 Bb7 e3 Nd7 bxa5 bxc5 Bb2 Rxa5 Qb3 Ra7 Nbd2 c4 Qc2 Nb6 Ne5 f6 Nf7 Kxf7 Be2 Na4 Bh5+ g6 Bg4 Nxb2 Qxb2 Ba3 Qc2 e5 dxe5 fxe5 e4 Nf6 Bh3 Qb6 exd5 cxd5 Rb1 Qc7 O-O Rb8 Nf3 Ne4 Rbd1 Bc6 Nd2 Rb2 Nxe4 Rxc2 Be6+ Kxe6 Nc5+,D30,Queen's Gambit Declined,4,1000028,134,2922,2025-01-31
cgvu92ui,true,1.502032701275E12,1.502033111187E12,50,resign,white,10+1,dubac___3,1679,erikweisz,1398,g3 d5 b3 c5 Bb2 e6 Bg2 b5 d3 b4 Nf3 a5 Nbd2 Nc6 a3 bxa3 Bxa3 Nf6 O-O Bd6 e3 O-O c3 Ba6 c4 dxc4 bxc4 Be5 Rb1 Qd6 Rb6 Rfb8 Rxc6 Qxc6 Nxe5 Qd6 Bxa8 Rxa8 Ndf3 Bb7 d4 Bxf3 Qxf3 Rc8 Bxc5 Qb8 Nd3 Nd7 Ra1 Qb2,A00,Hungarian Opening,1,409912,281,3077,2025-01-31
qVvNHxVu,true,1.502031977519E12,1.502032625715E12,53,outoftime,white,4+7,chunchuchess,1519,erikweisz,1406,e4 e5 Nf3 Nf6 Nc3 d6 h3 Nc6 Bb5 Bd7 O-O a6 Bxc6 Bxc6 Re1 Be7 d4 O-O d5 Bb5 Nxb5 axb5 Bg5 Ra4 Bxf6 Bxf6 b3 Ra8 Qe2 c6 c4 cxd5 cxd5 b4 Qb5 Qa5 Qxb7 Bd8 Qd7 Bb6 Rec1 Ba7 Qf5 Qb6 Rf1 Rac8 Ng5 g6 Qf6 h6 Nf3 Rc2 Nh2,C42,Russian Game: Three Knights Game,5,648196,113,2925,2025-01-31
E8sTxMED,true,1.502024246709E12,1.502025202563E12,55,resign,white,30+0,erikweisz,1394,faas85,1414,d4 d5 c4 Nf6 e3 Bf5 Nc3 c6 c5 e6 b4 Ne4 Nxe4 dxe4 b5 cxb5 Bxb5+ Nc6 Qa4 Qd7 f3 g6 fxe4 Bxe4 Nf3 Bg7 O-O O-O Ng5 a6 Nxe4 axb5 Qxb5 Ra5 Qc4 e5 d5 Ne7 d6 Nc6 Nf6+ Bxf6 Rxf6 Kg7 Qh4 Rxc5 e4 Qd8 Bh6+ Kg8 Bxf8 Qxf8 Raf1 Nd8 d7,D06,Queen's Gambit Refused: Marshall Defense,4,955854,20,2808,2025-01-31
4NiVgxD8,true,1.501981376596E12,1.501981436094E12,15,mate,white,7+2,likechesss,1648,erikweisz,1399,e4 e5 Nf3 d6 Bc4 h6 c3 Nc6 O-O Bg4 Qb3 Bxf3 Bxf7+ Kd7 Qe6#,C41,Philidor Defense #3,5,59498,249,3047,2025-01-31
8AL2nziL,true,1.501981186875E12,1.501981349504E12,27,mate,white,7+2,likechesss,1643,erikweisz,1404,e4 e6 d4 Bb4+ c3 Ba5 a3 c6 h3 b5 Nf3 d5 e5 Nd7 Bg5 Ne7 b4 Bb6 Bd3 O-O Bc2 Qe8 Qd3 Nf5 g4 Ne7 Qxh7#,C00,French Defense: Normal Variation,3,162629,239,3047,2025-01-31
GWoYshN7,true,1.501980593392E12,1.501981131865E12,82,resign,white,7+2,likechesss,1638,erikweisz,1409,e4 e5 Nf3 Nf6 Nxe5 d5 exd5 Qxd5 Qe2 Be7 Nc3 Qd4 Nb5 Qc5 d4 Qb6 Nc4 Qxb5 Nd6+ cxd6 Qxb5+ Nc6 c4 Bd7 Qxb7 O-O d5 Nd4 Bd3 Rfe8 Bg5 Bf5 Bxf5 Nxf5 O-O h6 Bxf6 Bxf6 Rfe1 Rab8 Rxe8+ Rxe8 Qxa7 Bxb2 Rb1 g5 Kf1 Bd4 Rb8 Bxa7 Rxe8+ Kg7 Ra8 Bd4 a4 g4 a5 h5 Rd8 Ba7 Rd7 Bb8 a6 h4 a7 Bxa7 Rxa7 g3 fxg3 hxg3 hxg3 Nxg3+ Kf2 Ne4+ Ke3 Nc5 Ra8 f5 Rd8 Nb7 Rd7+ Kf6,C42,Petrov's Defense #2,5,538473,229,3047,2025-01-31
i9HIQRTw,true,1.501980392501E12,1.501980570911E12,32,mate,black,7+2,likechesss,1657,erikweisz,1389,e4 e5 Nf3 f5 Nc3 d5 exd5 e4 Ne5 Bb4 Qh5+ g6 Nxg6 hxg6 Qxg6+ Kf8 d3 Bxc3+ bxc3 Qxd5 Qf6+ Nxf6 c4 Qd4 Rb1 Ng4 Bb2 Qxf2+ Kd1 Ne3+ Kc1 Qxc2#,C40,Latvian Gambit: Mlotkowski Variation,5,178410,268,3046,2025-01-31
EWJBKXja,true,1.501980022863E12,1.501980378159E12,66,resign,white,7+2,likechesss,1653,erikweisz,1394,e4 e5 Nf3 Nf6 Nxe5 d5 exd5 Qxd5 Qe2 Bd6 Ng6+ Qe4 Qxe4+ Nxe4 Nxh8 g6 Bc4 Be6 Bxe6 fxe6 Nxg6 hxg6 O-O Nc6 Re1 Ng5 d3 Nf7 Rxe6+ Kd7 Rxg6 Re8 Bd2 Bf4 g3 Bxd2 Nxd2 Nfe5 Rg7+ Ne7 Re1 Nc6 Nc4 b5 Ne5+ Nxe5 Rxe5 Kd6 Rxb5 c6 Ra5 Nf5 Rg6+ Re6 Rxe6+ Kxe6 Rxa7 Nd4 c3 Ne2+ Kg2 Ke5 Re7+ Kd6 Rxe2 c5,C42,Petrov's Defense #2,5,355296,259,3047,2025-01-31
QKLQ15Og,true,1.501973520845E12,1.501973609788E12,9,resign,white,15+0,hadi3000,1601,erikweisz,1399,e4 e5 Bc4 f5 Bxg8 Rxg8 Qh5+ g6 Qxh7,C23,Bishop's Opening: Calabrese Countergambit,4,88943,202,3000,2025-01-31
A5MdNIWR,true,1.501951706511E12,1.501952172384E12,39,resign,white,8+7,hossein4057,1543,erikweisz,1407,e4 g6 Bc4 e5 Qf3 Nf6 Nh3 h6 Qb3 Rh7 f4 exf4 e5 Ne4 Nxf4 g5 Nh5 d6 Qd3 f5 Bd5 Nd7 Bxe4 fxe4 Qxe4 Nxe5 Qxh7 Qe7 Qxe7+ Bxe7 O-O Bg4 Ng3 O-O-O d4 Nc4 Re1 Re8 b3,B06,Modern Defense,2,465873,136,2950,2025-01-31
sjT1P6rx,true,1.501951466235E12,1.501951688287E12,21,resign,white,15+0,erikweisz,1394,pepette1998,1427,d4 d5 c4 c6 e3 Nf6 Nc3 Bf5 Nf3 e6 Ne5 Nbd7 Be2 Bb4 Bd2 Nxe5 dxe5 Ne4 Nxe4 Bxd2+ Nxd2,D10,Slav Defense,4,222052,33,2821,2025-01-31
mq1AJgCL,true,1.501949570821E12,1.501951458188E12,80,resign,white,40+15,dpr-82,1528,erikweisz,1402,d4 d5 Bf4 c5 e3 e6 Bb5+ Bd7 Bxd7+ Nxd7 Ne2 Ngf6 h3 Be7 O-O O-O a3 c4 b3 b5 a4 cxb3 axb5 b2 Ra2 a6 Rxb2 axb5 Rxb5 Ra1 Qd3 Ne4 Nbc3 Nxc3 Qxc3 Ra3 Qb2 Ra8 c3 Ba3 Qc2 f6 Bg3 Ra5 Rb7 e5 Qf5 Rf7 Rb3 exd4 cxd4 Nb6 Qe6 Nc4 Rb8 Be7 Rxd8+ Bxd8 Qe8+ Rf8 Qe6+ Rf7 Nf4 Bc7 Nxd5 Bxg3 fxg3 Ra7 Qc8+ Rf8 Qxc4 Raf7 e4 Kh8 e5 fxe5 dxe5 Re8 Rxf7 Rxe5,D00,Queen's Pawn Game: Steinitz Countergambit,4,1887367,126,2930,2025-01-31
8advEW0l,true,1.501876361273E12,1.501877207257E12,63,resign,white,15+10,masoud10,1738,erikweisz,1405,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 a3 Nc6 h3 Nd4 c3 Nf5 Nf3 h6 Nxe5 Qe7 O-O Qxe5 Re1 Nde3 Bxe3 Be7 Bxa7 Qd6 Be3 Nxe3 Rxe3 Ra5 Qe2 Bxh3 Rxh3 Re5 Re3 Bf6 Rxe5+ Bxe5 d4 O-O Qxe5 Qb6 Qe2 Qc6 Nd2 Re8 Qf3 Qg6 Qxb7 Qc2 Qxc7 Qxd2 Bxf7+ Kh7 Bxe8 Qxb2 Rf1 Qe2 Qe5 Qxe5 dxe5 Kg8 e6,C24,Bishop's Opening: Berlin Defense,4,845984,333,3143,2025-01-31
xYdeS7dN,true,1.501856394238E12,1.501857059887E12,84,resign,white,10+5,code89,1535,erikweisz,1413,e4 e5 Nf3 d6 Bc4 h6 d4 Nd7 dxe5 Nxe5 Nxe5 dxe5 Qxd8+ Kxd8 O-O Be6 Bxe6 fxe6 Be3 Nf6 Nc3 Bb4 Rad1+ Kc8 Nb5 Nxe4 Nxa7+ Rxa7 Bxa7 b6 c3 Bc5 Rfe1 Bxf2+ Kf1 Bxe1 Rxe1 Nd2+ Kf2 e4 Ke3 Nc4+ Kxe4 Nxb2 Kd4 Re8 Rf1 Kb7 Bxb6 Kxb6 Rf7 e5+ Kd5 c6+ Ke4 g5 Rf6 Nc4 Rxh6 Rf8 g3 Nd2+ Kxe5 Nf3+ Ke4 g4 h3 gxh3 g4 h2 g5 Rg8 Kxf3 Rxg5 Rxh2 Rc5 Rc2 Kb5 Ke3 Ka4 Kd4 Kb5 Rb2+ Ka6,C41,Philidor Defense #3,5,665649,122,2948,2025-01-31
ePu1I2sM,false,1.503592550017E12,1.503593700276E12,62,resign,black,10+10,clausovitsch,1568,vanitasmarilyn,2060,e4 e6 Nf3 d5 e5 c5 c3 Ne7 d4 Nf5 Bd3 cxd4 Bxf5 dxc3 Bc2 cxb2 Bxb2 Qa5+ Qd2 Bb4 Bc3 Nc6 a3 Bxc3 Qxc3 Qc7 Ba4 Bd7 O-O Rc8 Qc5 b6 Qc3 Qb8 Nbd2 b5 Rab1 a6 Bc2 O-O Rfc1 d4 Qc5 Na5 Qb4 Nc6 Nxd4 Nxb4 Rxb4 Qxe5 a4 Rc7 axb5 Bxb5 Nxb5 axb5 Nf3 Qe2 Nd4 Qd2 Rd1 Qxb4,C00,French Defense: Knight Variation,3,1150259,492,3628,2025-01-31
iC1RILhE,false,1.50301729583E12,1.503017440944E12,15,resign,black,15+0,filiparambasic,1783,vanitasmarilyn,2060,e4 e6 d4 d5 exd5 exd5 c4 Nf6 cxd5 Qxd5 Nc3 Bb4 a3 Ba5 Bb5+,C01,French Defense: Exchange Variation |  Monte Carlo Variation,7,145114,277,3843,2025-01-31
1ygWggQx,false,1.50292322024E12,1.502924276015E12,104,resign,black,5+5,vanitasmarilyn,2060,aev,1614,e4 c5 Nf3 e6 Bc4 Ne7 c3 g6 d4 cxd4 cxd4 Bg7 e5 d6 Bf4 dxe5 Bxe5 Bxe5 Nxe5 Nf5 d5 Na6 dxe6 Qxd1+ Kxd1 Bxe6 Bxe6 fxe6 Nc3 O-O Ke2 Nc5 Rad1 Rfd8 Rxd8+ Rxd8 Rd1 Rxd1 Nxd1 Nd4+ Ke3 Nc2+ Kd2 Nb4 a3 Nd5 Ne3 Nb3+ Ke1 Nc1 Nxd5 exd5 Kd2 Nb3+ Kc3 Nc5 Kd4 Na4 b3 Nb6 Kc5 Kf8 Nd3 Ke7 Nb4 Ke6 Kd4 a5 Nd3 g5 g4 h6 h3 a4 bxa4 Nxa4 Nc5+ Nxc5 Kxc5 Ke5 Kb4 Kd4 Kb3 Kd3 Kb2 Kd2 Kb1 d4 a4 d3 h4 gxh4 f4 Ke1 f5 d2 Kb2 d1=Q f6 Qd4+ Kb3 Qxf6 Kb4 h3,B40,Sicilian Defense: French Variation,4,1055775,446,3674,2025-01-31
wbEXPZiE,false,1.502919336303E12,1.502919776487E12,30,mate,black,5+5,isidore,1527,vanitasmarilyn,2060,e4 e6 d4 d5 Nc3 c5 Be3 Nc6 Nge2 Qb6 Rb1 cxd4 Nxd4 Nxd4 Bxd4 Qb4 Bd3 Bc5 Bxg7 dxe4 Bxe4 f5 Bd3 Qf4 O-O Nf6 Bxh8 Ng4 Qe2 Qxh2#,C10,French Defense: Marshall Variation,6,440184,533,3587,2025-01-31
LD0aaEAy,false,1.502918807823E12,1.502919310506E12,50,resign,black,5+5,vanitasmarilyn,2060,isidore,1527,e4 e5 f4 exf4 Nf3 Bc5 d4 Bb6 Bc4 d6 Bxf4 Ne7 O-O O-O Nc3 Bg4 Nd5 Ng6 Nxb6 axb6 h3 Bd7 Bd3 Ra5 Bh2 Qc8 d5 c6 dxc6 Nxc6 c3 Bxh3 gxh3 Qxh3 Ng5 Rxg5+ Kf2 Qxh2+ Ke3 Rg3+ Rf3 Qh6+ Kf2 Qh2+ Ke3 Nce5 Rxg3 Qxg3+ Ke2 Nf4+,C34,King's Gambit Accepted |  King's Knight Gambit,5,502683,533,3587,2025-01-31
Pqxcvgcq,false,1.502392592699E12,1.502393605975E12,45,resign,white,10+0,greenpeace48,1553,vanitasmarilyn,2060,e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 c4 Bf5 Nc3 Nc6 cxd5 Nxd5 Bg5 f6 Bh4 Bb4 Qb3 O-O Bc4 Re8+ Ne5 Bxc3+ bxc3 Be6 O-O g5 Nxc6 bxc6 Bg3 Rb8 Qa4 Nxc3 Bxe6+ Rxe6 Qc4 Ne2+ Kh1 Qd5 Qa6 Nxg3+ fxg3 Re2 Qxe2,C01,French Defense: Exchange Variation,5,1013276,507,3613,2025-01-31
sKKXMG0E,false,1.501457024073E12,1.501457678434E12,40,mate,black,10+2,vanitasmarilyn,2060,basilis,1546,e4 f5 e5 d6 exd6 cxd6 Nc3 Nf6 d4 e6 Bd3 e5 dxe5 dxe5 Bg5 Be7 Qe2 e4 Bb5+ Nc6 Bxc6+ bxc6 f3 O-O Bd2 Be6 fxe4 fxe4 Nxe4 Nxe4 Qxe4 Bd5 Qg4 Re8 O-O-O Qd6 Nf3 Bxa2 b3 Qa3#,B00,Duras Gambit,2,654361,514,3606,2025-01-31
PxVQBCPK,false,1.495647209495E12,1.495647709203E12,30,resign,black,20+0,stargazer1966,1768,vanitasmarilyn,2060,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Nge7 Bd3 Qb6 O-O Bd7 dxc5 Qxc5 Be3 Qa5 b4 Qc7 Bd4 Nxd4 cxd4 Nc6 a3 Qb6 Be2 Ne7 Nbd2 Nf5,C02,French Defense: Advance Variation |  Paulsen Attack,9,499708,292,3828,2025-01-31
8IKQrxIj,false,1.493384213538E12,1.493385121143E12,95,resign,white,10+0,vfr25,1876,vanitasmarilyn,2060,e4 e6 b3 d5 exd5 exd5 Bb2 Nf6 Qe2+ Qe7 Nf3 Qxe2+ Bxe2 Be7 h3 c6 a3 Bf5 d3 O-O Nd4 Be6 Nxe6 fxe6 Nd2 Nbd7 g4 e5 f3 d4 g5 Nd5 Ne4 b6 O-O-O Ne3 Rdg1 g6 h4 Nc5 h5 Nxe4 dxe4 a5 hxg6 hxg6 Rh6 Kg7 c3 Rh8 Rxh8 Rxh8 cxd4 exd4 Bxd4+ Kg8 Bxh8 Kxh8 Rh1+ Kg7 f4 Bxa3+ Kd2 Ng2 f5 Bb4+ Kc1 gxf5 exf5 Nf4 Bf1 b5 f6+ Kf7 Rh7+ Kg6 Rg7+ Kf5 f7 Ne6 Bd3+ Ke5 Rg8 a4 bxa4 bxa4 Re8 Kd5 g6 a3 Kb1 c5 Rxe6 Kxe6 f8=Q,C00,French Defense: Horwitz Attack,3,907605,184,3936,2025-01-31
RlaiWC6c,false,1.493058208816E12,1.493058639742E12,34,mate,black,20+0,vanitasmarilyn,2060,vevo57,1882,e4 e5 f4 exf4 Nf3 Nf6 Nc3 Bb4 e5 Ng4 h3 Nxe5 d4 Nxf3+ Qxf3 Qh4+ Ke2 O-O Bxf4 Re8+ Kd3 d6 g3 Bf5+ Kc4 Qe7 Kxb4 Nc6+ Kc4 a6 a4 Na5+ Kd5 c6#,C34,King's Gambit Accepted |  Schallopp Defense,6,430926,178,3942,2025-01-31
v1JlTdDS,false,1.490068790253E12,1.490069733719E12,37,outoftime,white,10+0,vanitasmarilyn,2060,vrokh,1500,e4 c5 Nf3 Nc6 Bc4 d6 Nc3 Nf6 a3 Bg4 h3 Bh5 g4 Bg6 d3 e6 Nh4 Nxe4 dxe4 Qxh4 Be3 Be7 Bb5 O-O Qf3 Nd4 Bxd4 cxd4 Ne2 a6 Bd3 e5 c3 dxc3 Nxc3 Bd8 Bc4,B30,Sicilian Defense: Old Sicilian,4,943466,560,3560,2025-01-31
LtJ9qUuK,false,1.488994681494E12,1.488995872573E12,63,outoftime,white,10+0,ponziopilato,1500,vanitasmarilyn,2060,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bd3 Bg4 O-O c5 Re1+ Be7 dxc5 Nc6 Bg5 O-O Nbd2 Bxc5 c3 Qb6 Be3 d4 cxd4 Bxd4 Nc4 Qc5 Be2 Bxf3 Bxd4 Nxd4 gxf3 Rad8 Qd3 Nh5 Rac1 Qg5+ Kh1 Nf5 Rg1 Qf6 Qc3 Qxc3 Rxc3 b6 Bd3 Nh4 Be4 f5 Bc2 Nxf3 Rxf3 g6 Rxf5 Rxf5 Bxf5 Nf4 Bc2 Ne2 Rd1 Rf8 Kg2,C00,French Defense: Knight Variation,3,1191079,560,3560,2025-01-31
da4UFGld,false,1.488454021987E12,1.488454699832E12,43,resign,white,20+0,caramelo1948,1500,vanitasmarilyn,2060,e4 e6 Nf3 d5 exd5 exd5 d4 Bd6 Nc3 c6 Be2 Nf6 Bg5 O-O O-O Bf5 Bd3 Bg6 Bxg6 hxg6 Ne5 Nbd7 Nxd7 Qxd7 Bxf6 gxf6 Ne2 Kg7 c3 Rh8 Ng3 Qc7 Qf3 Rh4 Qd3 Rah8 h3 Rxh3 gxh3 Rxh3 Nf5+ gxf5 Qxh3,C00,French Defense: Knight Variation,3,677845,560,3560,2025-01-31
BLvBGbtb,false,1.488114441527E12,1.48811553219E12,95,resign,white,5+8,vanitasmarilyn,2060,superpackoff,1932,e4 c6 Nf3 d5 e5 Bg4 d4 e6 h3 Bxf3 Qxf3 Ne7 c3 Ng6 Bd3 Be7 Bxg6 hxg6 Nd2 Nd7 Nb3 O-O Be3 a6 Nc5 Nxc5 dxc5 Qa5 b4 Qb5 Qe2 Qxe2+ Kxe2 a5 h4 axb4 cxb4 Ra3 Bd4 Rfa8 Rab1 Rxa2+ Rb2 Rxb2+ Bxb2 Ra2 Rb1 Bxh4 g3 Be7 Kd3 Bd8 f3 b6 g4 bxc5 bxc5 f5 Bd4 Ra3+ Ke2 Be7 f4 Ra5 g5 Bxc5 Bc3 Ra2+ Kd3 Ra3 Kc2 Be3 Bb2 Ra4 Bc1 Bxf4 Bxf4 Rxf4 Rb8+ Kh7 Re8 c5 Rxe6 c4 Rd6 d4 e6 Kg8 Rd8+ Kh7 e7 Rf2+ Kd1 Rf1+ Ke2,B10,Caro-Kann Defense,2,1090663,128,3992,2025-01-31
